 (1.000000000000000000e+00+0.000000000000000000e+00j)  (0.000000000000000000e+00-4.343229296644365078e+00j)
 (9.922911893760835156e-01+0.000000000000000000e+00j)  (6.570826261845529037e-02-4.245106428976125557e+00j)
 (9.846418045134024410e-01+0.000000000000000000e+00j)  (1.247029347287433587e-01-4.027274326445556163e+00j)
 (9.770513873100171720e-01+0.000000000000000000e+00j)  (1.723965508400197855e-01-3.710208668872667204e+00j)
 (9.695194831954093706e-01+0.000000000000000000e+00j)  (2.058379885893835137e-01-3.320576338916801706e+00j)
 (9.620456411032586308e-01+0.000000000000000000e+00j)  (2.239254570873337180e-01-2.887809730746750958e+00j)
 (9.546294134444293089e-01+0.000000000000000000e+00j)  (2.273135641922484074e-01-2.440767696426075606e+00j)
 (9.472703560801656320e-01+0.000000000000000000e+00j)  (2.180730840397630266e-01-2.004949339014799659e+00j)
 (9.399680282954937516e-01+0.000000000000000000e+00j)  (1.991990711363978983e-01-1.600564655961286276e+00j)
 (9.327219927728276350e-01+0.000000000000000000e+00j)  (1.740743830269144143e-01-1.241577726553733552e+00j)
 (9.255318155657799029e-01+0.000000000000000000e+00j)  (1.459836891053240548e-01-9.356647725995297371e-01j)
 (9.183970660731736180e-01+0.000000000000000000e+00j)  (1.177448153624481159e-01-6.849008615592034888e-01j)
 (9.113173170132550238e-01+0.000000000000000000e+00j)  (9.148914924081338884e-02-4.869197321809057843e-01j)
 (9.042921443981042362e-01+0.000000000000000000e+00j)  (6.858962880423850883e-02-3.362805625385357766e-01j)
 (8.973211275082438876e-01+0.000000000000000000e+00j)  (4.970990994193340978e-02-2.258113841591836701e-01j)
 (8.904038488674436147e-01+0.000000000000000000e+00j)  (3.493463331037258840e-02-1.477630935085317287e-01j)
 (8.835398942177181691e-01+0.000000000000000000e+00j)  (2.393809571058432006e-02-9.468169288044024634e-02j)
 (8.767288524945184847e-01+0.000000000000000000e+00j)  (1.615456222569317674e-02-5.997392074906219422e-02j)
 (8.699703158021147020e-01+0.000000000000000000e+00j)  (1.092432395379928402e-02-3.819280730017582393e-02j)
 (8.632638793891673767e-01+0.000000000000000000e+00j)  (7.601816265934989263e-03-2.510090054643714444e-02j)
 (8.566091416244887569e-01+0.000000000000000000e+00j)  (5.622876673882377593e-03-1.758092904733246989e-02j)
 (8.500057039729899122e-01+0.000000000000000000e+00j)  (4.535925314241314073e-03-1.346071884887288170e-02j)
 (8.434531709718132708e-01+0.000000000000000000e+00j)  (4.006034818744153535e-03-1.130685064894270016e-02j)
 (8.369511502066497854e-01+0.000000000000000000e+00j)  (3.801936676522230281e-03-1.022522848108425170e-02j)
 (8.304992522882376216e-01+0.000000000000000000e+00j)  (3.774895168487523746e-03-9.690655261408500157e-03j)
 (8.240970908290433661e-01+0.000000000000000000e+00j)  (3.836098197971385838e-03-9.414310955948735488e-03j)
 (8.177442824201217597e-01+0.000000000000000000e+00j)  (3.936654210437343267e-03-9.248824119755711531e-03j)
 (8.114404466081545086e-01+0.000000000000000000e+00j)  (4.052051243193546988e-03-9.125369826629368616e-03j)
 (8.051852058726660655e-01+0.000000000000000000e+00j)  (4.171327534133557544e-03-9.015164351005201457e-03j)
 (7.989781856034144925e-01+0.000000000000000000e+00j)  (4.290271329290567051e-03-8.907830246444623651e-03j)
 (7.928190140779572959e-01+0.000000000000000000e+00j)  (4.407598042482577770e-03-8.800384086703402775e-03j)
 (7.867073224393902331e-01+0.000000000000000000e+00j)  (4.523063582752418280e-03-8.692280150785998416e-03j)
 (7.806427446742565390e-01+0.000000000000000000e+00j)  (4.636681629628368675e-03-8.583530455007969476e-03j)
 (7.746249175906282369e-01+0.000000000000000000e+00j)  (4.748478952085425676e-03-8.474170853832891162e-03j)
 (7.686534807963552041e-01+0.000000000000000000e+00j)  (4.858460084296905603e-03-8.364195970136477712e-03j)
 (7.627280766774818810e-01+0.000000000000000000e+00j)  (4.966623557156658354e-03-8.253593132855669215e-03j)
