-1.654531655205880014e+01 7.700000000000000000e+01
-1.626513237150280844e+01 8.800000000000000000e+01
-1.598494819094681141e+01 9.200000000000000000e+01
-1.570476401039081615e+01 2.800000000000000000e+01
-1.542457982983482090e+01 6.000000000000000000e+01
-1.514439564927882564e+01 1.249000000000000000e+03
-1.486421146872283039e+01 1.512000000000000000e+03
-1.458402728816683513e+01 3.744000000000000000e+03
-1.430384310761083988e+01 6.928000000000000000e+03
-1.402365892705484463e+01 1.406500000000000000e+04
-1.374347474649884937e+01 2.898800000000000000e+04
-1.346329056594285412e+01 4.689300000000000000e+04
-1.318310638538685886e+01 8.163200000000000000e+04
-1.290292220483086361e+01 2.447500000000000000e+04
-1.262273802427486835e+01 1.417000000000000000e+03
-1.234255384371887310e+01 1.116000000000000000e+03
-1.206236966316287784e+01 1.152000000000000000e+03
-1.178218548260688259e+01 9.480000000000000000e+02
-1.150200130205088733e+01 6.800000000000000000e+02
-1.122181712149489208e+01 9.120000000000000000e+02
-1.094163294093889682e+01 5.240000000000000000e+02
-1.066144876038290157e+01 1.104000000000000000e+03
-1.038126457982690631e+01 4.640000000000000000e+02
-1.010108039927091284e+01 1.400000000000000000e+02
-9.820896218714917580e+00 7.160000000000000000e+02
-9.540712038158922326e+00 4.560000000000000000e+02
-9.260527857602927071e+00 2.760000000000000000e+02
-8.980343677046931816e+00 3.400000000000000000e+02
-8.700159496490936561e+00 4.960000000000000000e+02
-8.419975315934941307e+00 2.200000000000000000e+02
-8.139791135378946052e+00 3.440000000000000000e+02
-7.859606954822950797e+00 2.240000000000000000e+02
-7.579422774266955543e+00 5.200000000000000000e+01
-7.299238593710960288e+00 4.520000000000000000e+02
-7.019054413154965033e+00 4.200000000000000000e+02
-6.738870232598969778e+00 3.000000000000000000e+02
-6.458686052042974524e+00 3.160000000000000000e+02
-6.178501871486979269e+00 2.360000000000000000e+02
-5.898317690930984014e+00 5.080000000000000000e+02
-5.618133510374988759e+00 1.200000000000000000e+02
-5.337949329818993505e+00 1.832000000000000000e+03
-5.057765149262998250e+00 2.540000000000000000e+03
-4.777580968707002995e+00 3.488000000000000000e+03
-4.497396788151007740e+00 3.900000000000000000e+03
-4.217212607595012486e+00 4.376000000000000000e+03
-3.937028427039017231e+00 5.088000000000000000e+03
-3.656844246483021976e+00 3.712000000000000000e+03
-3.376660065927028498e+00 4.024000000000000000e+03
-3.096475885371033243e+00 4.656000000000000000e+03
-2.816291704815037988e+00 5.572000000000000000e+03
-2.536107524259042734e+00 4.796000000000000000e+03
-2.255923343703047479e+00 3.908000000000000000e+03
-1.975739163147052224e+00 3.076000000000000000e+03
-1.695554982591056969e+00 2.292000000000000000e+03
-1.415370802035061715e+00 1.952000000000000000e+03
-1.135186621479066460e+00 2.212000000000000000e+03
-8.550024409230712052e-01 2.296000000000000000e+03
-5.748182603670759505e-01 2.468000000000000000e+03
-2.946340798110806958e-01 3.224000000000000000e+03
-1.444989925508544104e-02 3.332000000000000000e+03
2.657342813009098137e-01 3.364000000000000000e+03
5.459184618569050684e-01 3.312000000000000000e+03
8.261026424129003232e-01 3.468000000000000000e+03
1.106286822968895578e+00 3.648000000000000000e+03
1.386471003524890833e+00 3.352000000000000000e+03
1.666655184080886087e+00 3.640000000000000000e+03
1.946839364636881342e+00 3.696000000000000000e+03
2.227023545192876597e+00 2.760000000000000000e+03
2.507207725748871852e+00 1.832000000000000000e+03
2.787391906304867106e+00 1.376000000000000000e+03
3.067576086860862361e+00 1.176000000000000000e+03
3.347760267416857616e+00 9.040000000000000000e+02
3.627944447972852871e+00 8.000000000000000000e+02
3.908128628528848125e+00 6.480000000000000000e+02
4.188312809084843380e+00 4.800000000000000000e+02
4.468496989640838635e+00 4.080000000000000000e+02
4.748681170196833889e+00 3.760000000000000000e+02
5.028865350752829144e+00 2.640000000000000000e+02
5.309049531308824399e+00 2.320000000000000000e+02
5.589233711864819654e+00 1.520000000000000000e+02
5.869417892420814908e+00 1.040000000000000000e+02
