64;10;34;0.3205;18.4191;1.0441;18.0005;-0.4186
64;10;30;0.4051;16.7446;1.3386;16.7446;0
64;10;26;0.5284;14.2329;1.2701;15.0702;0.8372
64;10;22;0.756;6.6979;2.3516;10.884;4.1862
64;20;126;0.092;20.0936;0.2964;19.6749;-0.4186
64;20;110;0.121;20.5122;0.2564;19.6749;-0.8372
64;20;98;0.1517;19.6749;0.2321;19.2563;-0.4186
64;20;86;0.1986;19.2563;0.2099;18.8377;-0.4186
64;20;72;0.2832;18.8377;0.5408;17.5819;-1.2558
64;20;62;0.3775;17.5819;1.4097;16.7446;-0.8372
64;20;54;0.498;15.4888;1.2041;15.0702;-0.4186
64;20;48;0.627;11.3026;1.0835;13.8143;2.5117
64;20;42;0.836;6.6979;1.5183;10.4654;3.7675
64;30;126;0.2059;18.4191;0.4823;17.5819;-0.8372
64;30;110;0.2706;18.4191;0.4151;17.1632;-1.2558
64;30;98;0.3395;17.5819;0.375;16.326;-1.2558
64;30;86;0.4444;15.4888;0.3385;15.0702;-0.4186
64;30;72;0.6335;8.3723;0.9261;11.3026;2.9303
64;30;62;0.8447;4.1862;2.8636;9.2095;5.0234
64;40;126;0.3658;16.7446;0.7069;15.0702;-1.6745
64;40;122;0.3885;16.7446;0.6808;15.0702;-1.6745
64;40;118;0.4174;16.7446;0.6511;14.6515;-2.0931
64;40;108;0.4949;15.4888;0.594;13.8143;-1.6745
64;40;100;0.5775;11.7212;0.5514;12.5585;0.8372
64;40;94;0.6598;9.2095;0.5199;11.3026;2.0931
64;40;88;0.7512;7.9537;0.4944;9.6282;1.6745
64;40;82;0.8629;4.6048;0.7388;7.5351;2.9303
64;50;126;0.5723;12.9771;1.004;12.1399;-0.8372
64;50;122;0.6078;11.7212;0.9626;11.7212;0
64;50;116;0.6776;7.9537;0.8938;10.4654;2.5117
64;50;110;0.7522;5.442;0.8397;9.2095;3.7675
64;50;102;0.8757;2.9303;0.7735;7.1165;4.1862
64;60;126;0.8231;4.1862;1.4371;7.9537;3.7675
64;60;124;0.852;3.3489;1.3939;7.1165;3.7675
64;60;122;0.8741;2.9303;1.3674;6.6979;3.7675
128;1;22;0.0096;24.2797;0.2277;24.2797;0
128;1;16;0.0179;23.8611;0.4865;23.8611;0
128;1;12;0.0333;23.8611;0.8957;23.8611;0
128;1;10;0.0444;23.0239;1.2496;23.4425;0.4186
128;1;8;0.0714;22.6052;2.128;23.0239;0.4186
128;1;6;0.1333;21.3494;3.7068;22.1866;0.8372
128;1;4;0.3333;17.1632;10.2345;19.2563;2.0931
128;3;54;0.0126;23.8611;0.2529;23.8611;0
128;3;44;0.0191;23.8611;0.2121;23.8611;0
128;3;34;0.0325;23.8611;0.5478;23.8611;0
128;3;28;0.0476;23.4425;0.6769;23.4425;0
128;3;18;0.1111;22.1866;2.0777;22.6052;0.4186
128;3;14;0.1905;20.9308;3.19;21.3494;0.4186
128;3;10;0.3556;17.5819;5.8719;19.2563;1.6745
128;3;8;0.5714;11.7212;10.4037;15.9074;4.1862
128;5;86;0.0126;24.2797;0.0793;24.2797;0
128;5;76;0.0159;24.2797;0.1207;24.2797;0
128;5;66;0.0213;23.8611;0.2271;23.8611;0
128;5;58;0.0276;23.4425;0.5346;23.4425;0
128;5;46;0.0435;23.4425;0.4406;23.4425;0
128;5;38;0.0638;23.4425;0.5865;23.4425;0
128;5;28;0.119;22.1866;1.2697;22.6052;0.4186
128;5;20;0.2353;20.5122;2.5469;20.9308;0.4186
128;5;14;0.4762;15.0702;6.179;17.5819;2.5117
128;10;126;0.023;23.4425;0.2947;23.4425;0
128;10;108;0.0311;23.4425;0.2507;23.4425;0
128;10;94;0.0415;23.4425;0.2206;23.4425;0
128;10;70;0.074;22.6052;0.5319;22.6052;0
128;10;50;0.147;21.768;1.0552;22.1866;0.4186
128;10;40;0.2257;20.9308;1.3598;21.3494;0.4186
128;10;34;0.3205;19.2563;2.3323;19.6749;0.4186
128;10;30;0.4051;17.5819;2.9892;18.8377;1.2558
128;10;26;0.5284;15.9074;2.8364;17.5819;1.6745
128;10;22;0.756;7.9537;5.2488;14.2329;6.2792
128;20;126;0.092;21.768;0.6645;21.768;0
128;20;110;0.121;21.768;0.5751;21.3494;-0.4186
128;20;98;0.1517;20.9308;0.5211;20.9308;0
128;20;86;0.1986;20.5122;0.4714;20.5122;0
128;20;72;0.2832;19.2563;1.2095;18.8377;-0.4186
128;20;62;0.3775;18.4191;3.1478;18.8377;0.4186
128;20;54;0.498;16.326;2.6891;17.5819;1.2558
128;20;48;0.627;12.9771;2.4201;16.7446;3.7675
128;20;42;0.836;7.9537;3.39;14.2329;6.2792
128;30;126;0.2059;20.0936;1.079;19.6749;-0.4186
128;30;110;0.2706;19.2563;0.9293;18.8377;-0.4186
128;30;98;0.3395;18.4191;0.8398;18.4191;0
128;30;86;0.4444;17.1632;0.7583;17.1632;0
128;30;72;0.6335;8.7909;2.0691;13.3957;4.6048
128;30;62;0.8447;5.0234;6.391;12.5585;7.5351
128;40;126;0.3658;17.5819;1.5815;17.1632;-0.4186
128;40;122;0.3885;18.0005;1.5234;17.1632;-0.8372
128;40;118;0.4174;17.5819;1.4569;16.7446;-0.8372
128;40;108;0.4949;15.9074;1.3294;15.9074;0
128;40;100;0.5775;12.5585;1.2344;14.6515;2.0931
128;40;94;0.6598;11.3026;1.1641;13.8143;2.5117
128;40;88;0.7512;10.0468;1.1072;12.5585;2.5117
128;40;82;0.8629;5.442;1.6528;10.4654;5.0234
128;50;126;0.5723;13.8143;2.2491;14.2329;0.4186
128;50;122;0.6078;12.5585;2.1566;13.8143;1.2558
128;50;116;0.6776;8.3723;2.0027;12.9771;4.6048
128;50;110;0.7522;5.442;1.8818;11.7212;6.2792
128;50;102;0.8757;2.9303;1.7336;10.0468;7.1165
128;60;126;0.8231;4.1862;3.2223;10.4654;6.2792
128;60;124;0.852;3.7675;3.1256;10.0468;6.2792
128;60;122;0.8741;3.3489;3.0664;9.6282;6.2792
