altura,radio,densidad,densidad_volumetrica,distancia,vs,delta_mic,delta_bulk,amp_mic,amp_bulk,densidad_nominal,Niter
10.0,2.0,0.4976,0.4823,5.5,0.25,10.046775730220235,-0.4186156554258431,17631077691.504513,302449470363.8029,0.5,9
10.0,2.0,0.4976,0.4941,5.5,0.25,10.046775730220235,-0.4186156554258431,18060525302.057354,302443462947.229,0.5,10
10.0,2.0,0.4976,0.4867,5.5,0.25,10.046775730220235,-0.4186156554258431,17789676973.85301,302444693992.1344,0.5,11
10.0,2.0,0.4976,0.4869,5.5,0.25,10.046775730220235,-0.4186156554258431,17797492832.553844,302447537576.4043,0.5,12
10.0,2.0,0.4976,0.4897,5.5,0.25,10.046775730220235,-0.4186156554258431,17901788360.41608,302445841094.7011,0.5,13
10.0,2.0,0.4976,0.4931,5.5,0.25,10.046775730220235,-0.4186156554258431,18026218407.879295,302445447517.9872,0.5,14
10.0,2.0,0.4976,0.4979,5.5,0.25,10.046775730220235,-0.4186156554258431,18199638833.38045,302443723392.79565,0.5,15
10.0,2.0,0.4976,0.481,5.5,0.25,10.046775730220235,-0.4186156554258431,17582102089.290043,302441661094.9871,0.5,16
10.0,2.0,0.4976,0.4801,5.5,0.25,10.046775730220235,-0.4186156554258431,17551032769.0082,302446959831.66345,0.5,17
10.0,2.0,0.4976,0.4874,5.5,0.25,10.046775730220235,-0.4186156554258431,17814635557.083195,302445654312.0126,0.5,18
10.0,2.0,0.4976,0.481,5.5,0.25,10.046775730220235,-0.4186156554258431,17583577800.02568,302446130366.3717,0.5,19
10.0,2.0,0.6118,0.5693,5.0,0.25,8.790928763942706,-0.4186156554258431,21541996427.6612,302032739740.28455,0.6,0
10.0,2.0,0.6118,0.5687,5.0,0.25,8.790928763942706,-0.4186156554258431,21519563490.284897,302031395142.31055,0.6,1
10.0,2.0,0.6118,0.5643,5.0,0.25,8.372313108516863,-0.4186156554258431,21353529113.292397,302034279189.4999,0.6,2
10.0,2.0,0.6118,0.5815,5.0,0.25,8.372313108516863,-0.4186156554258431,22003971166.044285,302033686117.45715,0.6,3
10.0,2.0,0.6118,0.5643,5.0,0.25,8.372313108516863,-0.4186156554258431,21355190663.672977,302030603287.73315,0.6,4
10.0,2.0,0.6118,0.5664,5.0,0.25,8.372313108516863,-0.4186156554258431,21434561089.870823,302036176177.8808,0.6,5
10.0,2.0,0.6118,0.5671,5.0,0.25,8.790928763942706,-0.4186156554258431,21461103067.544533,302031199786.0585,0.6,6
10.0,2.0,0.6118,0.5695,5.0,0.25,8.372313108516863,-0.4186156554258431,21551222913.834824,302031910621.7992,0.6,7
10.0,2.0,0.6118,0.5665,5.0,0.25,8.790928763942706,-0.4186156554258431,21436763073.4502,302033658986.2754,0.6,8
10.0,2.0,0.6118,0.5737,5.0,0.25,8.372313108516863,-0.4186156554258431,21710824683.945625,302033336054.71277,0.6,9
10.0,2.0,0.6118,0.5695,5.0,0.25,8.372313108516863,-0.4186156554258431,21552699586.638496,302033865143.77826,0.6,10
10.0,2.0,0.6118,0.5651,5.0,0.25,8.372313108516863,-0.4186156554258431,21385818407.378387,302035372567.5241,0.6,11
10.0,2.0,0.6118,0.5585,5.0,0.25,8.372313108516863,-0.4186156554258431,21133759432.155094,302033011135.9209,0.6,12
10.0,2.0,0.6118,0.5754,5.0,0.25,8.372313108516863,-0.4186156554258431,21774535993.962555,302032394281.936,0.6,13
10.0,2.0,0.6118,0.5781,5.0,0.25,8.372313108516863,-0.4186156554258431,21875293420.022335,302034098881.6433,0.6,14
10.0,2.0,0.6118,0.5704,5.0,0.25,8.372313108516863,-0.4186156554258431,21586927775.462345,302029991154.7119,0.6,15
10.0,2.0,0.6118,0.577,5.0,0.25,8.372313108516863,-0.4186156554258431,21834466930.675728,302033336234.6202,0.6,16
10.0,2.0,0.6118,0.5736,5.0,0.25,8.372313108516863,-0.4186156554258431,21706615061.7275,302031860922.49115,0.6,17
10.0,2.0,0.6118,0.5672,5.0,0.25,8.372313108516863,-0.4186156554258431,21463145005.247948,302036350042.56445,0.6,18
10.0,2.0,0.6118,0.5709,5.0,0.25,8.372313108516863,-0.4186156554258431,21604599749.052452,302031183131.8061,0.6,19
10.0,2.0,0.7222,0.6494,4.5,0.25,7.116466142239333,0.0,27757380087.692745,301399745216.25885,0.7,0
10.0,2.0,0.7222,0.6483,4.5,0.25,7.116466142239333,0.0,27706577390.68288,301402065593.0266,0.7,1
10.0,2.0,0.7222,0.6576,4.5,0.25,6.69785048681349,0.0,28105513010.81063,301399266016.2403,0.7,2
10.0,2.0,0.7222,0.6494,4.5,0.25,7.116466142239333,0.0,27754554510.129673,301400723577.8844,0.7,3
10.0,2.0,0.7222,0.6423,4.5,0.25,7.116466142239333,0.0,27452645752.340244,301402303850.27905,0.7,4
10.0,2.0,0.7222,0.641,4.5,0.25,7.116466142239333,0.0,27397422743.539078,301399860613.6531,0.7,5
10.0,2.0,0.7222,0.6471,4.5,0.25,7.116466142239333,0.0,27656978051.895798,301399513545.0478,0.7,6
10.0,2.0,0.7222,0.6318,4.5,0.25,7.116466142239333,0.0,27003683845.847446,301394112343.80286,0.7,7
10.0,2.0,0.7222,0.6476,4.5,0.25,7.116466142239333,0.0,27677008745.740936,301399290602.4362,0.7,8
10.0,2.0,0.7222,0.6461,4.5,0.25,7.116466142239333,0.0,27614238119.719975,301402560331.6974,0.7,9
10.0,2.0,0.7222,0.6452,4.5,0.25,6.69785048681349,0.0,27574956781.568745,301401815703.8154,0.7,10
10.0,2.0,0.7222,0.6549,4.5,0.25,6.69785048681349,0.0,27990907847.861374,301398752685.17053,0.7,11
10.0,2.0,0.7222,0.6486,4.5,0.25,6.69785048681349,0.0,27722397661.97676,301401129058.4291,0.7,12
10.0,2.0,0.7222,0.6523,4.5,0.25,6.69785048681349,0.0,27880643773.07886,301401931598.92993,0.7,13
10.0,2.0,0.7222,0.6427,4.5,0.25,7.116466142239333,0.0,27470478661.506317,301404631025.71606,0.7,14
10.0,2.0,0.7222,0.6389,4.5,0.25,7.116466142239333,0.0,27305999897.461212,301400655180.2277,0.7,15
10.0,2.0,0.7222,0.6452,4.5,0.25,7.116466142239333,0.0,27577964283.186764,301404399933.6812,0.7,16
10.0,2.0,0.7222,0.648,4.5,0.25,7.116466142239333,0.0,27696554210.330296,301403472430.2821,0.7,17
10.0,2.0,0.7222,0.6456,4.5,0.25,7.116466142239333,0.0,27592615606.42346,301400448978.57294,0.7,18
10.0,2.0,0.7222,0.6452,4.5,0.25,7.116466142239333,0.0,27575055467.437393,301397195316.9439,0.7,19
