1.000000000000000000e+00 -4.045084971874737256e+00 0.000000000000000000e+00
9.922911893760835156e-01 -3.919644802043793952e+00 -6.067057548092519292e-02
9.846418045134024410e-01 -3.791918915226346165e+00 -1.174152487892485691e-01
9.770513873100171720e-01 -3.662226457793293477e+00 -1.701670353518046352e-01
9.695194831954093706e-01 -3.530879448674492771e+00 -2.188743909148715139e-01
9.620456411032586308e-01 -3.398182260831451806e+00 -2.635005720498014292e-01
9.546294134444293089e-01 -3.264431153636249583e+00 -3.040229849320867928e-01
9.472703560801656320e-01 -3.129913854646036331e+00 -3.404325255404397343e-01
9.399680282954937516e-01 -2.994909189176876652e+00 -3.727329142249448113e-01
9.327219927728276350e-01 -2.859686756008396280e+00 -4.009400273989660035e-01
9.255318155657799029e-01 -2.724506647491125921e+00 -4.250812289189019877e-01
9.183970660731736180e-01 -2.589619212280835026e+00 -4.451947035296556221e-01
9.113173170132550238e-01 -2.455264858887203250e+00 -4.613287945722414074e-01
9.042921443981042362e-01 -2.321673898198124419e+00 -4.735413479738379006e-01
8.973211275082438876e-01 -2.189066423124077509e+00 -4.818990643700133414e-01
8.904038488674436147e-01 -2.057652223498932731e+00 -4.864768610441789765e-01
8.835398942177181691e-01 -1.927630734373983801e+00 -4.873572452108205777e-01
8.767288524945184847e-01 -1.799191015849553210e+00 -4.846297000168060531e-01
8.699703158021147020e-01 -1.672511762603032581e+00 -4.783900844893185789e-01
8.632638793891673767e-01 -1.547761341292829051e+00 -4.687400485197031341e-01
8.566091416244887569e-01 -1.425097854044084622e+00 -4.557864638399267698e-01
8.500057039729899122e-01 -1.304669226253071690e+00 -4.396408718222698520e-01
8.434531709718132708e-01 -1.186613316983030186e+00 -4.204189488134808528e-01
8.369511502066497854e-01 -1.071058050263741679e+00 -3.982399896017111418e-01
8.304992522882376216e-01 -9.581215656503033751e-01 -3.732264095081781474e-01
8.240970908290433661e-01 -8.479123864425185397e-01 -3.455032654954374727e-01
8.177442824201217597e-01 -7.405296040150530779e-01 -3.151977965904230738e-01
8.114404466081545086e-01 -6.360630767591138879e-01 -2.824389838327547309e-01
8.051852058726660655e-01 -5.345936421890271628e-01 -2.473571298771928550e-01
7.989781856034144925e-01 -4.361933408208748530e-01 -2.100834583032375191e-01
7.928190140779572959e-01 -3.409256504854083492e-01 -1.707497326147359717e-01
7.867073224393902331e-01 -2.488457297930941059e-01 -1.294878948475693403e-01
7.806427446742565390e-01 -1.600006695253253508e-01 -8.642972364401423080e-02
7.746249175906282369e-01 -7.442975078237876185e-02 -4.170651159803209773e-02
7.686534807963552041e-01 7.835291225147252708e-03 4.551238373913498239e-03
7.627280766774818810e-01 8.676999879837513086e-02 5.221409792674840816e-02
7.568483503768311804e-01 1.623569197869859093e-01 1.011539797760458714e-01
7.510139497727524871e-01 2.345853329871384063e-01 1.512443861495860187e-01
7.452245254580348588e-01 3.034509717924162575e-01 2.023606396002716190e-01
7.394797307189808766e-01 3.689557469364385112e-01 2.543800966078353931e-01
7.337792215146434760e-01 4.311074691133678916e-01 3.071823444214644705e-01
7.281226564562222059e-01 4.899195722115217144e-01 3.606493816168320210e-01
7.225096967866181386e-01 5.454108378453195183e-01 4.146657828590781247e-01
7.169400063601468753e-01 5.976051218222803163e-01 4.691188483783404473e-01
7.114132516224069835e-01 6.465310831347095277e-01 5.238987386767084420e-01
7.059291015903051969e-01 6.922219160199873933e-01 5.788985949949780885e-01
7.004872278322340495e-01 7.347150855893366250e-01 6.340146460747652091e-01
6.950873044484030538e-01 7.740520674823377911e-01 6.891463017562587945e-01
6.897290080513217569e-01 8.102780919635105272e-01 7.441962339546331906e-01
6.844120177464323440e-01 8.434418928379767699e-01 7.990704455588072408e-01
6.791360151128924549e-01 8.735954615253772593e-01 8.536783277950863447e-01
6.739006841845059936e-01 9.007938065952991735e-01 9.079327065955542508e-01
6.687057114307998207e-01 9.250947190328420167e-01 9.617498785066518341e-01
6.635507857382484387e-01 9.465585434701713208e-01 1.015049636667751942e+00
6.584355983916413413e-01 9.652479555887226725e-01 1.067755287382646801e+00
6.533598430555950243e-01 9.812277458669597108e-01 1.119793657798663578e+00
